card_id,card_type,state,title,path,wc,edges,tags
sha256:07d4a010af639e03,doc,raw,Числовые KPI и метрики,docs/obsidian/KPI.md,2596,0,memory|rag|knowledge|ingestion|local-first|architecture|roadmap|anthropic|self-improvement|collaboration
sha256:08213c7323ba7fcc,doc,raw,Executive Summary,docs/02-anthropic-vacancies/153-executive-summary.md,615,6,anthropic
sha256:082c7244cc0ccaed,doc,raw,Q&A: lorenzo-agent,docs/lorenzo-agent/QA.md,206,0,
sha256:087c3b8f8c4e066a,doc,raw,The Missing Middle Layer Between Chat and Code,docs/nautilus/infrastructure-layer-b-en/00-intro.md,191,0,architecture|anthropic|collaboration
sha256:088ddd4a6f042621,doc,raw,7. Области применения,docs/nautilus/professional-colleague-agents-ru/07-oblasti-primeneniya.md,716,0,security|architecture|anthropic|collaboration
sha256:08bf902edf189852,doc,raw,Why This Hasn't Been Built,docs/nautilus/infrastructure-layer-b-en/05-why-not-built.md,344,0,architecture|anthropic
sha256:09156561b2fbd4c2,doc,raw,2. Historical Precedents: Agents as Civilizational Innovatio,docs/02-anthropic-vacancies/171-2-historical-precedents-agents-as-civilizational-i.md,1111,5,rag|architecture
sha256:093389eed2d6067e,doc,raw,Question 7: Каковы success metrics?,docs/lorenzo-agent/specification/07-q7-success-metrics.md,216,0,anthropic
sha256:09423aece3bec725,doc,raw,Переприоритизация: что Hermes покрывает / не покрывает / syn,docs/anthropic-vacancies/hermes-comparison/13-reprioritization.md,930,0,ingestion|architecture|anthropic|self-improvement
sha256:09448b3420b4af49,doc,raw,Вопрос: два Наутилуса в репозиториях svend4 (pro2 vs nautilu,docs/anthropic-vacancies/nautilus-pro2-analysis/00-question-two-nautiluses.md,436,0,orchestration|architecture|anthropic|collaboration
sha256:09454266915d4e47,doc,raw,Appendix C: Configuration Template Example,docs/obsidian/02-anthropic-vacancies/271-appendix-c-configuration-template-example.md,315,0,rag
sha256:09a5b5696d44b436,doc,raw,Методика и рамка отбора,docs/04-ai-collaborations/02-методика-и-рамка-отбора.md,459,0,rag|security|ingestion|architecture|roadmap|collaboration
sha256:09cddbabc1591924,project,raw,Ансамбль H — Research‑to‑Product Flywheel,docs/svyazi-2-0/ensembles/H-research-to-product-flywheel.md,234,0,rag|orchestration|knowledge|ingestion|self-improvement
sha256:09d054ef27f6ad76,doc,raw,4. Passport (`passport.md`),docs/nautilus/npp-v1-1/04-passport.md,294,0,architecture|anthropic
sha256:0a983f5c93077600,doc,raw,Bridging the Gap Between Profession-Wide and Individual-Uniq,docs/02-anthropic-vacancies/250-bridging-the-gap-between-profession-wide-and-indiv.md,16,0,
sha256:0ac2a06d7c639f4d,doc,raw,Appendix A: Шаблон для header warning,docs/nautilus/review-methodology/12-appendix-a-header-warning.md,214,0,anthropic
sha256:0ac4d815a5228360,doc,raw,History,docs/obsidian/02-anthropic-vacancies/43-history.md,134,0,memory|anthropic|collaboration
sha256:0aed22e9dd18bda8,doc,raw,Содержание,docs/nautilus/professional-colleague-agents-ru/00-abstract.md,153,0,architecture|anthropic|collaboration
sha256:0b177040a197e77a,doc,raw,10. Стратегическое Позиционирование,docs/obsidian/02-anthropic-vacancies/336-10-стратегическое-позиционирование.md,734,0,local-first|architecture|anthropic|collaboration
sha256:0b1e66ddb0de7b42,doc,raw,"Что уже существует в этой нише (Habitica, Codingame, Hackerr",docs/anthropic-vacancies/mmorpg-for-programmers/02-existing-niche.md,352,0,orchestration|architecture|anthropic
sha256:0bb42a85d04c8b7c,doc,raw,Часто задаваемые вопросы (FAQ),docs/FAQ.md,892,1,
sha256:0bfb62330ce97c91,doc,raw,Комбинация 34: Distributed Event Store with Paxos,docs/technology-combinations/combinations/34-distributed-event-store-with-paxos.md,193,0,
sha256:0c1c42fc39f27976,doc,raw,Контакт: kksudo / AgentFS,docs/obsidian/contacts/kksudo.md,244,0,контакты|команда
sha256:0c2c5be198f8f3af,doc,raw,Приложение C: Образцы Случаев Использования в Деталях,docs/02-anthropic-vacancies/207-приложение-c-образцы-случаев-использования-в-детал.md,4213,7,architecture|roadmap|collaboration
sha256:0c3965742e8ad287,doc,raw,Planned (v0.2.0),docs/02-anthropic-vacancies/132-planned-v0-2-0.md,252,10,architecture
sha256:0c427110a1f3efce,doc,raw,Почему это не было построено,docs/02-anthropic-vacancies/293-почему-это-не-было-построено.md,385,6,architecture|anthropic
sha256:0c4a3d6bd468fb56,doc,raw,9. Call for Partnership,docs/nautilus/okwf-concept/09-call-for-partnership.md,460,0,rag|anthropic
sha256:0c8015a1df82048f,doc,raw,9. Риски и Открытые Вопросы,docs/02-anthropic-vacancies/335-9-риски-и-открытые-вопросы.md,644,0,local-first|architecture|roadmap|anthropic|collaboration
sha256:0cbc798968c8423a,doc,raw,2. Что делает агента Профессиональным Коллегой,docs/nautilus/professional-colleague-agents-ru/02-chto-delaet-pka.md,713,0,anthropic|collaboration
sha256:0cfda00fad4a5946,doc,raw,Reading paths — рекомендуемые маршруты по монорепозиторию,docs/reading-paths.md,627,10,memory|orchestration|knowledge|ingestion|architecture|roadmap|anthropic|collaboration
sha256:0d46b50121e3a127,project,raw,СИСТЕМНЫЙ ПРОМПТ ДЛЯ LORENZO PROJECT,docs/obsidian/02-anthropic-vacancies/344-системный-промпт-для-lorenzo-project.md,274,0,architecture|anthropic
sha256:0d47799f8004474c,doc,raw,Заключение,docs/02-anthropic-vacancies/300-заключение.md,218,0,architecture|collaboration
sha256:0d6e5b8659c51a1d,doc,raw,Q&A: anthropic-vacancies,docs/anthropic-vacancies/QA.md,115,0,
sha256:0d923629ae9daf75,doc,raw,Минусы и риски,docs/anthropic-vacancies/ai-managed-virtual-company/09-minuses-and-risks.md,664,0,orchestration|architecture|anthropic
sha256:0dd9ca4380061a18,doc,raw,Минусы и риски как бизнеса,docs/anthropic-vacancies/mmorpg-for-programmers/05-minuses-as-business.md,642,0,rag|architecture|roadmap|anthropic
sha256:0e01067c27774d45,doc,raw,Пересмотренный маппинг на Anthropic,docs/anthropic-vacancies/profile-mapping/02-reanalysis/03-revised-anthropic-mapping.md,253,0,security|anthropic|collaboration
sha256:0e30794e6c4d9502,doc,raw,Аннотация,docs/02-anthropic-vacancies/230-аннотация.md,491,6,architecture|collaboration
sha256:0e3983fc29d33b1b,doc,raw,5. Compatibility Levels,docs/02-anthropic-vacancies/17-5-compatibility-levels.md,338,0,memory|anthropic|collaboration
sha256:0e81ae7565c23465,doc,raw,"Section 1: Problem statement (Cinderella Syndrome at scale, ",docs/anthropic-vacancies/beneficial-deployments-concept/01-section-1-problem.md,179,0,rag|anthropic
sha256:0eae4b9efdab25b8,doc,raw,Согласованность терминов,docs/obsidian/CONSISTENCY.md,397,0,memory|rag|orchestration|knowledge|ingestion|local-first|architecture|anthropic|self-improve
sha256:0eb294733923c174,doc,raw,Что брать из info repositories — concrete recommendations,docs/anthropic-vacancies/nautilus-vs-camel/04-what-to-take-from-info-repos.md,626,0,architecture|roadmap|anthropic
sha256:0ec6784dbe3ff77e,doc,raw,Table of Contents,docs/02-anthropic-vacancies/253-table-of-contents.md,357,7,anthropic
sha256:0ece6780e7ced164,doc,raw,12. Closing,docs/obsidian/02-anthropic-vacancies/223-12-closing.md,713,0,architecture|roadmap
sha256:0ecf25e41bf52699,doc,raw,11. Призыв к сотрудничеству,docs/nautilus/representative-agent-layer-ru/11-prizyv-k-sotrudnichestvu.md,381,0,architecture|anthropic
sha256:0f134a54a00eb8bd,doc,raw,passports/pro2.md,docs/02-anthropic-vacancies/45-passports-pro2-md.md,237,6,collaboration
sha256:0f1d32f32e96e8b9,doc,raw,Appendix C: References,docs/02-anthropic-vacancies/104-appendix-c-references.md,1191,7,memory|rag|ingestion|architecture|roadmap|anthropic|collaboration
sha256:0f28fb92ec411396,doc,raw,Du hast gesagt: https://www.,docs/nautilus/community-discussions/habr-article-2-reaction/00-question-habr-2.md,157,0,anthropic|collaboration
sha256:0f649f3261fc9c89,doc,raw,Ссылки,docs/02-anthropic-vacancies/338-ссылки.md,284,7,anthropic|collaboration
sha256:0f9b57e1e03ea136,doc,raw,"Двухслойный стек, как он существует",docs/nautilus/infrastructure-layer-b-ru/02-dvukhsloynyy-stek.md,316,0,architecture|anthropic
sha256:0fa919ea18bf0000,doc,raw,Existing Approximations,docs/02-anthropic-vacancies/279-existing-approximations.md,633,0,rag|architecture|anthropic
sha256:0fc00a59a87f2253,doc,raw,Благодарности,docs/obsidian/02-anthropic-vacancies/244-благодарности.md,292,0,anthropic|collaboration
sha256:0fced16f8678fffc,doc,raw,References,docs/obsidian/02-anthropic-vacancies/147-references.md,355,0,roadmap|anthropic|collaboration
sha256:0fe6413f67e408b3,doc,raw,8. Consensus Algorithm,docs/obsidian/02-anthropic-vacancies/20-8-consensus-algorithm.md,330,0,rag
sha256:1008075a9adde232,doc,raw,12. Заключение,docs/obsidian/02-anthropic-vacancies/202-12-заключение.md,238,0,anthropic
sha256:1041a56661cf8818,doc,raw,12. Заключение,docs/nautilus/professional-colleague-agents-ru/12-zaklyuchenie.md,489,0,architecture|roadmap|anthropic|collaboration
sha256:10659438b444238e,doc,raw,Качество абзацев,docs/obsidian/PARAGRAPH_QUALITY.md,15333,0,memory|rag|orchestration|security|knowledge|ingestion|local-first|architecture|roadmap|anthropic|self-improvement|collaboration
sha256:107dfe8ca169a7fb,doc,raw,TL;DR,docs/obsidian/02-anthropic-vacancies/106-tl-dr.md,227,0,memory
sha256:108a09f1b0829a75,doc,raw,Уровень 4 — Расширенный (Lorenzo Mature),docs/lorenzo-agent/phased-deployment/05-level-4-extended-mature.md,183,0,roadmap|anthropic|collaboration
sha256:10f091df6794f82a,doc,raw,Section 3: Proposed solution architecture (existing componen,docs/anthropic-vacancies/beneficial-deployments-concept/03-section-3-solution-architecture.md,172,0,memory|ingestion|architecture|anthropic|collaboration
sha256:1117c7c41aa3af23,doc,raw,AI-ассистент с Mem0 / Letta / Graphiti integration,docs/anthropic-vacancies/extra-collaborator-findings/04-mem0-letta-graphiti.md,291,0,memory|ingestion|architecture|anthropic|collaboration
sha256:11513150011672ab,doc,raw,Агентные системы и роутинг,docs/obsidian/03-technology-combinations/01-agent-routing.md,370,0,knowledge|architecture|self-improvement|collaboration
sha256:11cb96585bdea672,doc,raw,2. Terminology,docs/02-anthropic-vacancies/07-2-terminology.md,324,0,architecture|collaboration
sha256:11ef0c557328b2d0,doc,raw,Abstract,docs/02-anthropic-vacancies/307-abstract.md,601,6,local-first|architecture|roadmap|anthropic
sha256:122f8341c825db14,doc,raw,Наутилус B: nautilus — мета-оркестратор репозиториев (внешня,docs/anthropic-vacancies/nautilus-pro2-analysis/03-nautilus-B-meta-orchestrator.md,1105,0,rag|orchestration|architecture|anthropic|collaboration
sha256:12425fba61c43b41,person,raw,Question 5: Каковы limits Lorenzo's authority?,docs/lorenzo-agent/specification/05-q5-authority-limits.md,228,0,knowledge|anthropic
sha256:12543ac6244bf8d7,doc,raw,Выводы,docs/04-ai-collaborations/07-выводы.md,488,0,memory|rag|orchestration|security|knowledge|ingestion|local-first|architecture|roadmap|self-improvement|collaboration
sha256:126e7e32192ed552,doc,raw,7. Phased Rollout Plan,docs/obsidian/02-anthropic-vacancies/161-7-phased-rollout-plan.md,793,0,roadmap
sha256:12b0d68d6ce05407,doc,raw,Bridges,docs/02-anthropic-vacancies/40-bridges.md,191,0,memory|anthropic|collaboration
sha256:12c759f6199de7f0,doc,raw,Твои anti-patterns,docs/lorenzo-agent/15-anti-patterns.md,175,0,rag|anthropic
sha256:1319be84f2253371,doc,raw,AI-Mediated Representation for Underrepresented Experts and ,docs/obsidian/02-anthropic-vacancies/167-ai-mediated-representation-for-underrepresented-ex.md,376,0,collaboration
sha256:1319cbc357315306,doc,raw,Что ты НЕ МОЖЕШЬ делать вообще,docs/obsidian/02-anthropic-vacancies/353-что-ты-не-можешь-делать-вообще.md,281,0,anthropic
sha256:133e8c1c070737c7,person,raw,13 contacts,docs/obsidian/01-svyazi/13-contacts.md,1020,0,memory|rag|orchestration|knowledge|ingestion|architecture|self-improvement|collaboration
sha256:1367400d8db88d54,doc,raw,Контакт: zodigancode / Rufler,docs/contacts/zodigancode.md,255,0,контакты|команда
sha256:13682ece6b3f2646,doc,raw,9. Integration with OKWF Infrastructure,docs/obsidian/02-anthropic-vacancies/262-9-integration-with-okwf-infrastructure.md,777,0,rag|architecture|roadmap
sha256:13e5ad8d4082ac3e,project,raw,Ансамбль E — Safe and cheap execution plane,docs/svyazi-2-0/ensembles/E-execution-plane.md,253,0,orchestration|security|ingestion|architecture
sha256:13e77cb3772de0a7,doc,raw,8. Q6 Space (Normative),docs/nautilus/npp-v1-1/08-q6-space.md,415,0,anthropic
sha256:14527a97b15552ac,doc,raw,6. Risks Specific to this Category,docs/obsidian/02-anthropic-vacancies/217-6-risks-specific-to-this-category.md,1386,0,local-first|architecture
sha256:146d2d215c8d6768,doc,raw,Appendix A: Minimal Working Example,docs/nautilus/npp-v1-0/16-appendix-a-minimal-working-example.md,190,0,ingestion|anthropic
sha256:147322f291bcab74,doc,raw,Secondary match — Applied AI Engineer (EMEA) + Beneficial De,docs/anthropic-vacancies/profile-mapping/01-initial-analysis/03-secondary-beneficial-deployments.md,173,0,anthropic|collaboration
sha256:14798c5accdd70d8,doc,raw,Du hast gesagt: Насчёт приватности Я думаю что возможно удал,docs/nautilus/privacy-federation/00-question-anonymization.md,288,0,architecture|anthropic
sha256:1494a836e08fea9d,doc,raw,8. Q6 Space (Normative),docs/obsidian/02-anthropic-vacancies/83-8-q6-space-normative.md,542,0,memory|ingestion|architecture|anthropic|collaboration
sha256:14c0cd6d941ae3f6,doc,raw,Abstract,docs/obsidian/02-anthropic-vacancies/252-abstract.md,569,0,anthropic
sha256:14ce04e906b8d34a,doc,raw,Сводная таблица 31–35 (Complete 1–35),docs/technology-combinations/synthesis-tables/31-35-final.md,249,5,rag|local-first|anthropic
sha256:14dd3578b4eb95c0,doc,raw,1. The Five-Type Typology of Principal-Side Agents,docs/obsidian/02-anthropic-vacancies/212-1-the-five-type-typology-of-principal-side-agents.md,1191,0,ingestion|architecture|anthropic
sha256:15087da37b1fbcf8,doc,raw,08 conclusions,docs/obsidian/01-svyazi/08-conclusions.md,390,0,memory|rag|orchestration|security|knowledge|ingestion|local-first|architecture|roadmap|self-improvement|collaboration
sha256:152e8d265296b7d4,doc,raw,History,docs/obsidian/02-anthropic-vacancies/53-history.md,283,0,collaboration
sha256:154e66b5f50bcd41,doc,raw,Outline базы знаний,docs/OUTLINE.md,32190,0,
sha256:1592f76d38e3620e,doc,raw,Content Overview,docs/02-anthropic-vacancies/12-content-overview.md,211,6,anthropic
sha256:15a05a2d7ca5871c,doc,raw,04 ensembles overview,docs/obsidian/01-svyazi/04-ensembles-overview.md,1299,0,memory|rag|orchestration|security|knowledge|ingestion|local-first|architecture|self-improvement|collaboration
sha256:15a862a2bef2de87,project,raw,MemNet — нейроархитектурный двойник «магии» Svyazi,docs/habr-unique-projects/key-findings/02-memnet.md,227,0,memory|ingestion|architecture|roadmap|collaboration
sha256:15b3909552a6392d,doc,raw,6. Этическая рамка,docs/obsidian/02-anthropic-vacancies/196-6-этическая-рамка.md,621,0,local-first|collaboration
sha256:15b4cc1a41645ac3,doc,raw,Юридический кейс: [Aktenzeichen],docs/templates/legal-case.md,275,0,legal|case
sha256:15bfe934fdc1f5dd,doc,raw,9. Риски и Открытые Вопросы,docs/obsidian/02-anthropic-vacancies/335-9-риски-и-открытые-вопросы.md,657,0,local-first|architecture|roadmap|anthropic|collaboration
sha256:1615fc262ff95b5b,doc,raw,[Тема исследования],docs/autofilled/research-summary.md,149,5,исследование
sha256:16173467260c8470,doc,raw,5. Economic Model,docs/02-anthropic-vacancies/159-5-economic-model.md,678,0,roadmap|anthropic
sha256:165b9971d8a45a94,doc,raw,Аннотация,docs/obsidian/02-anthropic-vacancies/189-аннотация.md,367,0,architecture
sha256:16a16a0289364c39,doc,raw,12. Заключение,docs/02-anthropic-vacancies/202-12-заключение.md,246,6,anthropic
sha256:16eaddf3d921c717,doc,raw,Abstract,docs/obsidian/02-anthropic-vacancies/210-abstract.md,606,0,rag|architecture|roadmap
sha256:17504e89db2cb16f,project,raw,Карта найденных проектов и паттернов,docs/svyazi-2-0/overview/projects-map.md,1301,0,memory|rag|orchestration|security|knowledge|ingestion|local-first|architecture|roadmap|self-improvement|collaboration
sha256:17943a2d72c7a5fe,doc,raw,7. Economics of Combinatorial Replication,docs/02-anthropic-vacancies/260-7-economics-of-combinatorial-replication.md,961,4,rag|orchestration|roadmap|anthropic
sha256:18183c5721838961,doc,raw,A Typology of AI Agents on the Principal Side and the Case f,docs/obsidian/02-anthropic-vacancies/209-a-typology-of-ai-agents-on-the-principal-side-and-.md,372,0,architecture|collaboration
sha256:18410173e7577ef9,doc,raw,Приложение: Визуализация позиции в серии,docs/02-anthropic-vacancies/303-приложение-визуализация-позиции-в-серии.md,7273,5,memory|rag|orchestration|local-first|architecture|roadmap|anthropic|collaboration
sha256:1845282b95a610a2,doc,raw,6. Governance and Ethics,docs/obsidian/02-anthropic-vacancies/160-6-governance-and-ethics.md,621,0,roadmap|anthropic
sha256:18a3146c52898293,doc,raw,Вопрос: MMORPG-RPG переделанная для программистов / технарей,docs/anthropic-vacancies/mmorpg-for-programmers/00-question-mmorpg-for-programmers.md,507,0,local-first|architecture|anthropic
sha256:1906520612535f10,doc,raw,Твои anti-patterns,docs/obsidian/02-anthropic-vacancies/359-твои-anti-patterns.md,141,0,rag
sha256:19256c938e2bb98b,doc,raw,"Tertiary match — Research Engineer, Agents / Virtual Collabo",docs/anthropic-vacancies/profile-mapping/01-initial-analysis/04-tertiary-research-engineer-agents.md,221,0,anthropic|self-improvement|collaboration
sha256:196dc6c9b4b7054e,doc,raw,Тематические пробелы (Content Gaps),docs/CONTENT_GAPS.md,886,0,
sha256:19a370a25c90bf70,doc,raw,Рекурсивное прозрение,docs/02-anthropic-vacancies/296-рекурсивное-прозрение.md,431,7,orchestration|architecture|roadmap|collaboration
sha256:19bb473876157205,doc,raw,Твой workflow,docs/02-anthropic-vacancies/356-твой-workflow.md,292,8,knowledge
sha256:1a2576ff3bae0751,project,raw,Ансамбль 8 — Budget-Aware Intelligence Stack,docs/ai-collaborations/ensembles/8-budget-aware-intelligence-stack.md,277,0,rag|security|knowledge|ingestion|self-improvement|collaboration
sha256:1a4ffe8b489345d6,project,raw,Комбинация 3: CRDT local-first × Svyazi CardIndex,docs/technology-combinations/combinations/03-crdt-local-first-svyazi-cardindex.md,199,0,knowledge|ingestion|local-first|collaboration
sha256:1a51993bf7919267,doc,raw,AI-опосредованное представительство для недопредставленных э,docs/02-anthropic-vacancies/188-ai-опосредованное-представительство-для-недопредст.md,130,0,architecture|collaboration
sha256:1a7d2b7d994f2bf9,doc,raw,References,docs/02-anthropic-vacancies/320-references.md,281,7,anthropic|collaboration
sha256:1a84a521d70b7953,doc,raw,Конкретный пример: SGB Advocate Colleague на этой архитектур,docs/anthropic-vacancies/nautilus-vs-camel/03-sgb-advocate-colleague-example.md,251,0,architecture|anthropic
sha256:1a912ce57f4080d0,doc,raw,"Двухслойный стек, как он существует",docs/obsidian/02-anthropic-vacancies/291-двухслойный-стек-как-он-существует.md,484,0,architecture|anthropic
sha256:1a9ca6884eaae96c,doc,raw,HW-NL2Workflow — Supervisor/Orchestrator/Filler с 3600+ exam,docs/habr-unique-projects/extra-examples/05-hw-nl2workflow.md,227,0,rag|anthropic|collaboration
sha256:1ac7d2c3a14c26d3,doc,raw,Что ты ВСЕГДА делаешь,docs/obsidian/02-anthropic-vacancies/360-что-ты-всегда-делаешь.md,112,0,ingestion
